
--- Date: 2021-10-15 (Fri Oct 2021) +0300 UTC+03:00

12:45:20.733         | //////////////////////////////////////////////////////////////////////////////
12:46:14.336         | MasterServerEndpoint::UserNotesReadFromFile: user notes are successfully read from /home/lol/.local/share/starconflict/user_notes/user_notes_2516405.usnt
12:46:14.336  WARNING| m_bufferizedUICalls delivery took 5.8 ms
12:46:14.349         | StoreSvc: received store hash, its f0e71720
12:46:14.349         | StoreSvc: loading store cache
12:46:14.349         | StoreSvc: cache signature matches, loading the store from cache
12:46:14.349         | Game store size : 933.22656 Kb
12:46:14.366         | StoreSvc: loading base store took 26.9 ms, but there is a patch probs...
12:46:14.382         | Store patch size : 0.79199 Kb
12:46:14.382         | Game store was packed, unpacked size : 1.47754 Kb
12:46:14.382         | StoreSvc: proceeding to special values loading...
12:46:14.474  WARNING| m_bufferizedUICalls delivery took 6.4 ms
12:46:14.550  WARNING| frame 867 gameGlobals.frameTimeReal is too large (0.130992)
12:46:14.687  WARNING| m_bufferizedUICalls delivery took 6.8 ms
12:46:14.723  WARNING| m_bufferizedUICalls delivery took 29.3 ms
12:46:14.727         | AC_LOAD_INITIAL_PLAYER_DATA - reward schedule is:
12:46:14.727         | {
12:46:14.727         | 	"0":
12:46:14.727         | 	{
12:46:14.727         | 		"1":
12:46:14.727         | 		{
12:46:14.727         | 			"goldReward": 10.000
12:46:14.727         | 			"hourBegin": 13.000
12:46:14.727         | 			"hourEnd": 24.000
12:46:14.727         | 		}
12:46:14.727         | 	}
12:46:14.727         | 	"1":
12:46:14.727         | 	{
12:46:14.727         | 		"1":
12:46:14.727         | 		{
12:46:14.727         | 			"goldReward": 10.000
12:46:14.727         | 			"hourBegin": 0.000
12:46:14.727         | 			"hourEnd": 1.000
12:46:14.727         | 		}
12:46:14.727         | 	}
12:46:14.727         | }
12:46:14.727         | AC_LOAD_INITIAL_PLAYER_DATA - pve scheduled levels are:
12:46:14.727         | {
12:46:14.727         | 	"0": pve_wave_nalnifan_gate_lumen
12:46:14.727         | 	"1": s1550_pve_bigship_building_2
12:46:14.727         | }
12:46:14.728  WARNING| script (ui/scripts/public/uipublic.lua@0): UI:MasterServer_OnPveScheduledLevels levels:
12:46:14.728  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[20]; 'table' expected, got 'nil'
12:46:14.728  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[15]; 'table' expected, got 'nil'
12:46:14.728  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[15]; 'table' expected, got 'nil'
12:46:14.728  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[15]; 'table' expected, got 'nil'
12:46:14.728  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[15]; 'table' expected, got 'nil'
12:46:14.728  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[15]; 'table' expected, got 'nil'
12:46:14.729  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[4]; 'table' expected, got 'nil'
12:46:14.729  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[5]; 'table' expected, got 'nil'
12:46:14.729  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[15]; 'table' expected, got 'nil'
12:46:14.729  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[15]; 'table' expected, got 'nil'
12:46:14.729  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[15]; 'table' expected, got 'nil'
12:46:14.729  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[15]; 'table' expected, got 'nil'
12:46:14.729  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[15]; 'table' expected, got 'nil'
12:46:14.729  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[15]; 'table' expected, got 'nil'
12:46:14.729  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[15]; 'table' expected, got 'nil'
12:46:14.729  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[15]; 'table' expected, got 'nil'
12:46:14.729  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[15]; 'table' expected, got 'nil'
12:46:14.729  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[15]; 'table' expected, got 'nil'
12:46:14.729  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[15]; 'table' expected, got 'nil'
12:46:14.729  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[15]; 'table' expected, got 'nil'
12:46:14.729  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[15]; 'table' expected, got 'nil'
12:46:14.729  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[15]; 'table' expected, got 'nil'
12:46:14.729  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:GetZoneEventVisualMap()[ERROR]: invalid type of _G.Events[15]; 'table' expected, got 'nil'
12:46:15.401  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:UpdateServerData_OnUserProfileUpdate: atlas update
12:46:15.422  WARNING| m_bufferizedUICalls delivery took 35.7 ms
12:46:15.445         | ReplayManager: stopping activity due to map change
12:46:15.449         | Peak entities: 198
12:46:15.449         | Peak models: 245
12:46:15.449         | Peak geometries: 389. Cur geometries: 280
12:46:15.531         | ====== starting level: 'levels/mainmenu/mm_federation'  ======
12:46:15.574         | Remove autogen defs
12:46:15.574         | Remove autogen defs
12:46:15.578  WARNING| Could not load ship specularity texture levels/mainmenu/mm_federation\ship_specularity0.dds, used level specularity texture
12:46:15.578  WARNING| Could not load ship irradiance texture levels/mainmenu/mm_federation\ship_irradiance0.dds, used level irradiance texture
12:46:15.578         | Environment setting 'mm_federation' loaded
12:46:16.446         | Successfuly saved userdata (ver:71582) to server
12:46:16.460         | ====== level started:  'levels/mainmenu/mm_federation' success ======
12:46:16.498  WARNING| m_bufferizedUICalls delivery took 61.3 ms
12:46:16.553         | Successfuly saved userdata (ver:71583) to server
12:46:39.954  WARNING| m_bufferizedUICalls delivery took 7.0 ms
12:47:02.483         | Player Dimon856 (#284392) has joined to squad
12:47:04.571  WARNING| m_bufferizedUICalls delivery took 6.9 ms
12:47:07.301         | {
12:47:07.301         | 	"arcade": 1.000
12:47:07.301         | 	"region": 0.000
12:47:07.301         | }
12:47:07.883         | MasterServerEndpoint: enter matchmaking queue
12:47:07.884  WARNING| script (ui/scripts/public/uipublic.lua@0): ^5UI:MasterServer_OnEnterMMQueue
12:47:07.899  WARNING| m_bufferizedUICalls delivery took 24.9 ms
12:47:09.971  WARNING| m_bufferizedUICalls delivery took 6.8 ms
12:47:39.955  WARNING| m_bufferizedUICalls delivery took 6.8 ms
12:48:39.975  WARNING| m_bufferizedUICalls delivery took 12.9 ms
12:49:09.989  WARNING| m_bufferizedUICalls delivery took 7.4 ms
12:49:39.990  WARNING| m_bufferizedUICalls delivery took 8.7 ms
12:50:09.989  WARNING| m_bufferizedUICalls delivery took 6.8 ms
12:50:40.007  WARNING| m_bufferizedUICalls delivery took 9.7 ms
12:51:07.152         | MasterServerEndpoint: leave matchmaking queue ( but will join the game soon )
12:51:07.156  WARNING| m_bufferizedUICalls delivery took 6.3 ms
12:51:08.535         | nextRecheckOnDSFailure 1079.929, vid 31038060
12:51:08.535         | nextRecheckOnDSFailure 1079.929, vid 31192908
12:51:08.535         | nextRecheckOnDSFailure 1079.929, vid 31621233
12:51:08.535         | nextRecheckOnDSFailure 1079.929, vid 31622377
12:51:08.608  WARNING| m_bufferizedUICalls delivery took 119.2 ms
12:51:08.919         | MasterServerSession: connect to dedicated server, session 45996460, at addr 23.111.211.203|35010
12:51:08.944         | client: start connecting to 23.111.211.203|35010...
12:51:08.969         | client: connected to 23.111.211.203|35010, MTU 1492. setting up session...
12:51:09.018         | client. send version check message (40 bytes)
12:51:09.151         | client. got onConnect init message. total 46833 bytes
12:51:09.156         | Peak entities: 467
12:51:09.156         | Peak models: 303
12:51:09.158         | Peak geometries: 777. Cur geometries: 280
12:51:09.246  WARNING| script (ui/scripts/windows/hangarwnd.lua@0): UI.HangarWnd:DestroyShipEntInSlot()[ERROR]: ship 350 in slot 1 not found
12:51:09.247  WARNING| script (ui/scripts/windows/hangarwnd.lua@0): UI.HangarWnd:DestroyShipEntInSlot()[ERROR]: ship 391 in slot 2 not found
12:51:09.247  WARNING| script (ui/scripts/windows/hangarwnd.lua@0): UI.HangarWnd:DestroyShipEntInSlot()[ERROR]: ship 417 in slot 3 not found
12:51:09.247  WARNING| script (ui/scripts/windows/hangarwnd.lua@0): UI.HangarWnd:DestroyShipEntInSlot()[ERROR]: ship 445 in slot 4 not found
12:51:09.247         | Remove autogen defs
12:51:09.248         | client: ADD_PLAYER 0 (ZiroTwo [xIDx], 2516405) status 1 team 1 group 4778580
12:51:09.248         | client: ADD_PLAYER 1 (Gob [], 3767922) status 6 team 2 group 4778574
12:51:09.248         | client: ADD_PLAYER 2 (Dimon856 [xIDx], 284392) status 6 team 1 group 4778580
12:51:09.248         | client: ADD_PLAYER 3 (Walle00one [], 3748346) status 6 team 2 group 4778574
12:51:09.248         | client: server assigned id 0
12:51:09.248         | client: got level load message 's1338_pandora_anomaly'
12:51:09.252         | ReplayManager: stopping activity due to map change
12:51:09.268         | Peak geometries: 0. Cur geometries: 280
12:51:09.342         | ====== starting level: 'levels/area1/s1338_pandora_anomaly' KingOfTheHill client ======
12:51:09.426         | Remove autogen defs
12:51:09.525  WARNING| Async queue overflow
12:51:09.594         | Resume async queue pushing
12:51:09.614  WARNING| Async queue overflow
12:51:09.650         | Resume async queue pushing
12:51:09.712  WARNING| Async queue overflow
12:51:09.783         | Resume async queue pushing
12:51:09.798  WARNING| Async queue overflow
12:51:09.940         | Resume async queue pushing
12:51:09.955         | Environment setting 's1338_pandora_anomaly' loaded
12:51:09.964  WARNING| Async queue overflow
12:51:10.071         | Resume async queue pushing
12:51:10.201         | client: send ready message
12:51:10.251         | Remove autogen defs
12:51:10.251         | Added def: Module_Autogen_2956444066, idx: 21538, total: 1
12:51:10.251         | Added spell def: Spell_AG_SpikeShield_Autogen_6567
12:51:10.251         | Added def: Module_Autogen_1854223843, idx: 21539, total: 2
12:51:10.251         | Added def: Module_Autogen_2038888626, idx: 21540, total: 3
12:51:10.251         | Added def: Module_Autogen_1854223834, idx: 21541, total: 4
12:51:10.251         | Added def: Module_Autogen_2058984792, idx: 21542, total: 5
12:51:10.251         | Added def: Module_Autogen_2038888628, idx: 21543, total: 6
12:51:10.251         | Added def: Module_Autogen_2190607349, idx: 21544, total: 7
12:51:10.251         | Added def: Module_Autogen_3389514625, idx: 21545, total: 8
12:51:10.251         | Added spell def: Spell_AG_SetOnFire_Autogen_6568
12:51:10.251         | Added def: Module_Autogen_1829508065, idx: 21546, total: 9
12:51:10.251         | Added def: Module_Autogen_2173622761, idx: 21547, total: 10
12:51:10.251         | Added def: Module_Autogen_2467209421, idx: 21548, total: 11
12:51:10.251         | Added def: Module_Autogen_3161152455, idx: 21549, total: 12
12:51:10.251         | Added spell def: Spell_AG_DamageToPower_Autogen_6569
12:51:10.251         | Added def: Module_Autogen_2858223270, idx: 21550, total: 13
12:51:10.251         | Added spell def: Spell_AG_SecondShield_Autogen_6570
12:51:10.251         | Added spell def: Spell_AG_SpawnBonus_Speed_Autogen_6571
12:51:10.251         | Added def: Module_Autogen_2858223271, idx: 21551, total: 14
12:51:10.251         | Added spell def: Spell_AG_TurtleShield_Autogen_6572
12:51:10.251         | Added def: Module_Autogen_2550740528, idx: 21552, total: 15
12:51:10.251         | Added spell def: Spell_AG_DynamicShield_Autogen_6573
12:51:10.251         | Added spell def: Spell_AG_SpawnBonus_Damage_Autogen_6574
12:51:10.251         | Added def: Module_Autogen_2329354989, idx: 21553, total: 16
12:51:10.251         | Added spell def: Spell_AG_BreakWeapon_Autogen_6575
12:51:10.251         | Added spell def: Spell_AG_SpikeShield_Autogen_6576
12:51:10.251         | Added def: Module_Autogen_3166171053, idx: 21554, total: 17
12:51:10.251         | Added def: Module_Autogen_3002947213, idx: 21555, total: 18
12:51:10.251         | Added def: Module_Autogen_2038888627, idx: 21556, total: 19
12:51:10.251         | Added def: Module_Autogen_3183751263, idx: 21557, total: 20
12:51:10.251         | Added spell def: Spell_AG_EnergyVampire_Autogen_6577
12:51:10.251         | Added spell def: Spell_AG_ResistHullDec_Autogen_6578
12:51:10.252         | Added def: Module_Autogen_2914953720, idx: 21558, total: 21
12:51:10.252         | Added def: Module_Autogen_2915058929, idx: 21559, total: 22
12:51:10.252         | Added spell def: Spell_AG_GhostShield_Autogen_6579
12:51:10.252         | Added spell def: Spell_AG_Impulse_Autogen_6580
12:51:10.252         | Added def: Module_Autogen_3295114667, idx: 21560, total: 23
12:51:10.252         | Added def: Module_Autogen_3065131381, idx: 21561, total: 24
12:51:10.252         | Added def: Module_Autogen_3067233813, idx: 21562, total: 25
12:51:10.252         | Added def: Module_Autogen_3295197754, idx: 21563, total: 26
12:51:10.252         | Added def: Module_Autogen_3364894442, idx: 21564, total: 27
12:51:10.252         | Added def: Module_Autogen_880006601, idx: 21565, total: 28
12:51:10.252         | Added def: Module_Autogen_1153479989, idx: 21566, total: 29
12:51:10.252         | Added def: Module_Autogen_1529982375, idx: 21567, total: 30
12:51:10.252         | Added spell def: Spell_AG_SpikeShield_Autogen_6581
12:51:10.252         | Added def: Module_Autogen_1318572784, idx: 21568, total: 31
12:51:10.252         | Added def: Module_Autogen_1001735206, idx: 21569, total: 32
12:51:10.252         | Added spell def: Spell_AG_ResistHullDec_Autogen_6582
12:51:10.252         | Added def: Module_Autogen_1033873308, idx: 21570, total: 33
12:51:10.252         | Added def: Module_Autogen_3025271958, idx: 21571, total: 34
12:51:10.252         | Added def: Module_Autogen_493073403, idx: 21572, total: 35
12:51:10.252         | Added def: Module_Autogen_2039391586, idx: 21573, total: 36
12:51:10.252         | Added def: Module_Autogen_1529911766, idx: 21574, total: 37
12:51:10.252         | Added def: Module_Autogen_1534596403, idx: 21575, total: 38
12:51:10.252         | Added def: Module_Autogen_1383220881, idx: 21576, total: 39
12:51:10.252         | Added def: Module_Autogen_1489562044, idx: 21577, total: 40
12:51:10.252         | Added spell def: Spell_AG_DamageDec_Autogen_6583
12:51:10.252         | Added def: Module_Autogen_933814739, idx: 21578, total: 41
12:51:10.252         | Added def: Module_Autogen_1014495899, idx: 21579, total: 42
12:51:10.311         | client: ADD_PLAYER 0 (ZiroTwo [xIDx], 2516405) status 2 team 1 group 4778580
12:51:10.311         | client: ADD_PLAYER 1 (Gob [FlyAR], 3767922) status 2 team 2 group 4778574
12:51:10.312         | client: ADD_PLAYER 2 (Dimon856 [xIDx], 284392) status 2 team 1 group 4778580
12:51:10.312         | client: ADD_PLAYER 3 (Walle00one [FlyAR], 3748346) status 2 team 2 group 4778574
12:51:10.315         | client: ADD_PLAYER 0 (ZiroTwo [xIDx], 2516405) status 4 team 1 group 4778580
12:51:10.318         | client: got init message (and 1st snapshot). ping 3
12:51:10.318         | VoiceChat::InitSounds: creating raw sounds ...
12:51:10.319         | VoiceChat::InitSounds: ... done (0,0).
12:51:10.956         | ====== level started:  'levels/area1/s1338_pandora_anomaly' success ======
12:51:11.026  WARNING| m_bufferizedUICalls delivery took 9.1 ms
12:51:12.553         | client: ADD_PLAYER 3 (Walle00one [FlyAR], 3748346) status 4 team 2 group 4778574
12:51:13.786         | client: ADD_PLAYER 63 (Silverspear37, 0) status 4 team 2
12:51:13.791         | client: ADD_PLAYER 62 (CupCacke, 0) status 4 team 1
12:51:13.795         | client: ADD_PLAYER 61 (Akillaa, 0) status 4 team 2
12:51:13.799         | client: ADD_PLAYER 60 (AlKorn, 0) status 4 team 1
12:51:13.803         | client: ADD_PLAYER 59 (LogicError, 0) status 4 team 2
12:51:13.808         | client: ADD_PLAYER 58 (DimaEr, 0) status 4 team 1
12:51:13.813         | client: ADD_PLAYER 57 (Dreameron, 0) status 4 team 2
12:51:13.818         | client: ADD_PLAYER 56 (Frost70, 0) status 4 team 1
12:51:17.618         | client: ADD_PLAYER 1 (Gob [FlyAR], 3767922) status 4 team 2 group 4778574
12:51:22.102         | client: ADD_PLAYER 2 (Dimon856 [xIDx], 284392) status 4 team 1 group 4778580
12:51:22.356  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:FillQuestDescWithParams()[ERROR]: invalid type of the 4-th parameter ("bAllowLinks"); "boolean" expected, got "nil"
12:51:22.356  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:FillQuestDescWithParams()[ERROR]: invalid type of the 4-th parameter ("bAllowLinks"); "boolean" expected, got "nil"
12:51:22.357  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:FillQuestDescWithParams()[ERROR]: invalid type of the 4-th parameter ("bAllowLinks"); "boolean" expected, got "nil"
12:51:22.357  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:FillQuestDescWithParams()[ERROR]: invalid type of the 4-th parameter ("bAllowLinks"); "boolean" expected, got "nil"
12:51:22.387         | Environment setting 's1338_pandora_anomaly' loaded
12:51:23.840  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:FillQuestDescWithParams()[ERROR]: invalid type of the 4-th parameter ("bAllowLinks"); "boolean" expected, got "nil"
12:51:23.840  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:FillQuestDescWithParams()[ERROR]: invalid type of the 4-th parameter ("bAllowLinks"); "boolean" expected, got "nil"
12:51:23.840  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:FillQuestDescWithParams()[ERROR]: invalid type of the 4-th parameter ("bAllowLinks"); "boolean" expected, got "nil"
12:51:23.840  WARNING| script (ui/scripts/work/uigamefuncs.lua@0): UI:FillQuestDescWithParams()[ERROR]: invalid type of the 4-th parameter ("bAllowLinks"); "boolean" expected, got "nil"
12:51:27.751         | Added def: Module_Autogen_3469368648, idx: 21580, total: 43
12:51:27.751         | Added def: Module_Autogen_3468738291, idx: 21581, total: 44
12:51:27.751         | Added def: Module_Autogen_3322794198, idx: 21582, total: 45
12:51:27.751         | Added def: Module_Autogen_3295668412, idx: 21583, total: 46
12:51:27.751         | Added def: Module_Autogen_3461046330, idx: 21584, total: 47
12:51:27.762         | client: ADD_PLAYER 4 (hovard007 [], 3921687) status 6 team 1
12:51:27.768         | Added def: Module_Autogen_2984684197, idx: 21585, total: 48
12:51:27.768         | Added def: Module_Autogen_376892553, idx: 21586, total: 49
12:51:27.768         | Added def: Module_Autogen_513075420, idx: 21587, total: 50
12:51:27.768         | Added def: Module_Autogen_2984684192, idx: 21588, total: 51
12:51:27.768         | Added def: Module_Autogen_551247481, idx: 21589, total: 52
12:51:27.768         | Added spell def: Spell_AG_ResistShieldDec_Autogen_6584
12:51:27.778         | Added def: Module_Autogen_2744915674, idx: 21590, total: 53
12:51:27.778         | Added def: Module_Autogen_2752869917, idx: 21591, total: 54
12:51:27.778         | Added def: Module_Autogen_3226289497, idx: 21592, total: 55
12:51:27.778         | Added def: Module_Autogen_2744915694, idx: 21593, total: 56
12:51:27.778         | Added def: Module_Autogen_2752869910, idx: 21594, total: 57
12:51:27.789         | Added def: Module_Autogen_506102188, idx: 21595, total: 58
